index,label,vector
100,communications,"[-0.002581620356068015, -0.003515396034345031, -0.0001592129992786795, -0.0018556017894297838, 0.0021308239083737135, -0.003150066826492548, 0.0020011093001812696, -0.0014805789105594158, 0.0010210983455181122, -0.0033440578263252974, -0.000973454094491899, -0.002762325806543231, -0.0034092464484274387, 0.003619844326749444, -0.0022274432703852654, 0.002907136222347617, 0.0026362943463027477, 0.0017590780043974519, -0.0037116454914212227, 0.0008568571065552533, 4.1830229747574776e-05, 0.0018151986878365278, 0.002442152239382267, 0.0023327264934778214, -0.002957378514111042, 0.00047265729517675936, -0.0016349024372175336, 1.6843347111716866e-05, 0.002931737806648016, 0.0011778644984588027, -0.001964294584468007, -0.003375959349796176, 0.0003320197283755988, 0.000561943685170263, 0.002144296420738101, 0.0036146233323961496, 0.0021743488032370806, 0.000977308489382267, 0.0024065750185400248, 0.0010568174766376615, 0.002453780500218272, 0.001745098503306508, -0.0020747468806803226, 0.0011655866401270032, 0.0010016650194302201, -0.0034980447962880135, -0.0005226158536970615, 0.002507803263142705, -0.0018195784650743008, -0.002761073177680373, -0.0034372699446976185, -0.002237411681562662, -0.0014983988367021084, -0.0034424718469381332, -0.003329293103888631, 0.001009685336612165, -0.0001890396379167214, 0.0038754495326429605, -0.003877272829413414, -0.002862377092242241, -0.0030918638221919537, 0.0008962020510807633, -0.0012846252648159862, -0.0022344107273966074, -0.0030799899250268936, 0.00043773039942607284, 0.0030129754450172186, 0.0024872533977031708, 0.003903294913470745, 0.0003824861778412014, 0.0006104518542997539, -0.002871880540624261, -0.0016301177674904466, 0.002690172055736184, 0.00013573805335909128, 0.0008649664814583957, -0.0031739133410155773, 0.0039008166640996933, 0.0013289910275489092, 0.0009577055461704731, -0.0013452518032863736, 9.53076669247821e-05, 0.0034727687016129494, -0.002596648409962654, 0.0008649468654766679, -0.002210162812843919, 0.001822635647840798, -0.0006440047873184085, 0.0031103051733225584, -0.0011653159745037556, 0.0006258052308112383, -0.003810172202065587, -0.0015233036829158664, 0.002156283240765333, -0.0013312253868207335, -0.003133178222924471, 0.003752679331228137, 0.0024235646706074476, 0.0022108606062829494, 0.0008677462465129793, 0.0015219342894852161, -0.0013420257018879056, 0.0037975723389536142, -0.002498744986951351, -0.0003748432791326195, 0.0017251496901735663, 0.002528501907363534, 0.0003735428617801517, 0.0036621452309191227, -0.002249110024422407, 0.00274342717602849, 0.003278148826211691, -0.003764742985367775, -0.0033058247063308954, -0.0016313135856762528, 0.002797919325530529, -0.003424506401643157, -0.0008439231896772981, 0.003043617121875286, 0.0031370949000120163, 0.0007388556259684265, -0.0008738115429878235, -0.0012310936581343412, -0.0036164424382150173, -0.0037620537914335728, -0.0004781799507327378, 0.0011476005893200636, 0.0022155221085995436]"
101,machine learning,"[-0.0036693981382995844, 0.0036450657062232494, -0.0030659076292067766, -0.00040436742710880935, -0.0001270283100893721, -0.001922730472870171, 0.0015299151418730617, -0.0012534977868199348, 0.0015785439172759652, 0.000748668157029897, -0.0005016073700971901, 0.002654818119481206, 0.00036077602999284863, -0.003094747895374894, -0.0016536145703867078, -0.001677687163464725, -0.001300361007452011, -0.0020836330950260162, 0.0028473655693233013, 0.0008110430790111423, -0.003849924774840474, -0.000857303908560425, 0.002000062959268689, 0.0037426536437124014, 0.0031508649699389935, -0.0016451535047963262, 0.0008250991813838482, -0.0013385225320234895, -0.002259599044919014, 0.0017136529786512256, -0.00011501499102450907, -0.002492600819095969, -0.0012218517949804664, 0.0008169548236764967, -0.0033208855893462896, 0.0013141300296410918, -0.0020482882391661406, -0.0026290297973901033, 0.0028716132510453463, -7.684910815441981e-05, -0.0017488653538748622, -0.002969620982185006, 0.002141602337360382, -0.002750845393165946, -0.0009935576235875487, 0.00020105349540244788, -0.0022616954520344734, 0.0029684435576200485, 0.0034613681491464376, -0.00011159466521348804, 0.0024348802398890257, -7.153236219892278e-05, 0.0024617486633360386, -0.0001025741730700247, -0.0019001186592504382, 0.00284174713306129, -0.0015404241858050227, -0.002591271186247468, -0.0007928757695481181, -0.0017159497365355492, -0.0022641539108008146, 0.000608526635915041, -0.0033867305610328913, 0.0025167870335280895, 0.0014216145500540733, -0.003511392744258046, -0.0016818440053611994, 0.003855240298435092, -0.0035689412616193295, 0.00112142285797745, 0.0004734685644507408, -0.0023263595066964626, 0.00022424814233090729, 0.003156002378091216, 0.0031746590975672007, 0.0008456319337710738, 0.0010486007668077946, -0.0003396515385247767, -0.001038791029714048, 0.0010624625720083714, -0.003355087013915181, -0.0022545428946614265, -0.0005851209280081093, -0.0026667709462344646, 0.003452535253018141, -0.002699990523979068, -0.0023393514566123486, -0.0009533531847409904, 0.0017780116759240627, 0.003886051941663027, 0.0008048840099945664, 0.00373603543266654, 0.0013388192746788263, 0.0022953569423407316, -0.003803384955972433, 0.0024527632631361485, 0.0029398947954177856, -0.00044715352123603225, 0.00366770732216537, -0.0015213325386866927, 0.002572605386376381, -0.00028341790311969817, -0.0032420530915260315, 0.0022160836961120367, 0.0028562345542013645, 0.00085382757242769, 0.0030345479026436806, 0.0032951540779322386, 0.0011463649570941925, -0.0037825379986315966, 0.0020446968264877796, 0.0023601800203323364, -0.0023055714555084705, -0.0016639456152915955, 0.0014204704202711582, 0.0028561486396938562, -0.003172060940414667, 0.0032817393075674772, -0.0016640673857182264, 0.0037488664966076612, 0.0023376259487122297, 0.003128951648250222, -0.001543330610729754, 0.001253991387784481, 0.001081061433069408, 0.0034286833833903074, -0.0007695980602875352, 0.0004270697827450931]"
102,battery,"[-0.003271682420745492, 0.002346572931855917, 0.0007994803600013256, -0.0015368005260825157, -0.0001382174959871918, -0.0021592406556010246, -0.0005398180219344795, 0.0006136932643130422, -0.001347979879938066, -0.0016087668482214212, -0.0013091276632621884, 0.0023883485700935125, -0.0010545675177127123, 0.0010719681158661842, 0.002824926981702447, -0.000177133857505396, -0.0026885485276579857, -0.0037028256338089705, 0.0019608542788773775, 0.0034606673289090395, -0.003422265639528632, -0.0036136391572654247, 0.00200777524150908, 0.001076197368092835, -0.0014490674948319793, 0.0004064238746650517, -0.0027834083884954453, 0.0021061263978481293, -0.0031798561103641987, 0.0004310778749641031, 0.00017755883163772523, 0.0018236461328342557, -0.0009679583599790931, 0.0003802813298534602, -0.0021055496763437986, 0.0019874691497534513, 0.0012260647490620613, 0.003054052824154496, 0.0019287049071863294, 0.002600026549771428, -0.0010357771534472704, -0.0038750662934035063, 0.0030031867790967226, 0.0036447711754590273, -0.003709967015311122, 0.002346800873056054, -0.00015976029681041837, -0.0020037901122123003, 0.0022477032616734505, 0.0025067671667784452, -0.00044636489474214613, 0.0020492980256676674, 0.0005096792592667043, -0.00031704510911367834, -0.00026244658511132, -0.001059802481904626, -0.001821144949644804, -0.0036578518338501453, 0.0003601110656745732, 0.0021520331501960754, -0.00278717209585011, 0.003276287578046322, -0.0013888576067984104, -0.0017133384244516492, 0.0005072395433671772, -0.0016234767390415072, -0.0006303793634288013, 7.041257958917413e-06, -0.0031020904425531626, 0.003323293523862958, -0.002244168659672141, -0.001193324220366776, -0.0029702456668019295, -0.0005036836373619735, 0.0018088206415995955, -0.001124967122450471, 0.0014935509534552693, -0.0022765654139220715, -0.0015935979317873716, -0.0005713931750506163, -0.0032483956310898066, 0.002608905779197812, 0.0004639600228983909, -0.003558969125151634, -0.0012710492592304945, 0.0006354222423397005, -0.0016050878912210464, 0.0006056061247363687, 0.0008505543228238821, 0.003071171697229147, 0.0006771788466721773, 0.0016575822373852134, -0.0011807128321379423, 0.0028823751490563154, 0.0008456430514343083, -0.0005457386141642928, 0.0026539782993495464, -0.0029096107464283705, 0.0008283701026812196, 0.002786366967484355, -0.00018953319522552192, -0.0007264422602020204, -0.0006438568816520274, -0.0018373383209109306, -0.0035571709740906954, -0.0024763443507254124, 0.0019356213742867112, 0.0009759195381775498, -5.9124100516783074e-05, 0.0012215180322527885, 0.0026257908903062344, 0.0036638882011175156, -0.00020966837473679334, 0.00011300630285404623, -0.0039051955100148916, 0.002277348656207323, -0.003697798354551196, -0.0030618354212492704, 0.002245900919660926, 0.0006365050794556737, -0.002057576086372137, -0.0016964208334684372, -0.0030783270485699177, -0.0037509233225136995, -0.0030935066752135754, 0.003821520833298564, -0.0009450311190448701, 0.0006825197488069534]"
103,photonics,"[-0.0013490383280441165, -0.0006755340145900846, -0.0031149866990745068, 0.0004327171773184091, 0.0034265213180333376, 0.002446301281452179, -0.003529565641656518, -0.0036816291976720095, 0.001038993475958705, 0.0006685163243673742, 0.001439895248040557, 0.0031324930023401976, 4.7919718781486154e-05, 0.00035105779534205794, 0.002332420786842704, 0.0001432369463145733, 0.0024745340924710035, -0.0022498471662402153, 0.0028807497583329678, 0.000928047695197165, 0.0019095177995041013, 0.003156521823257208, -0.002540959743782878, 0.0034443691838532686, -0.0016219411045312881, -0.003870772896334529, -0.002656134543940425, -0.0029805870726704597, 0.0022747917100787163, 0.003499105805531144, -0.0022817780263721943, 0.0033684647642076015, 0.0008462939294986427, 8.399927173741162e-05, 0.0002448171144351363, 0.0005747003597207367, 0.00010773794201668352, 0.00044955909834243357, -0.002031734911724925, 0.0011121914722025394, -0.0031064266804605722, 0.001912599429488182, 0.0014454639749601483, 0.002542604226619005, -0.0014110109768807888, -0.0030843329150229692, -0.003294928465038538, -0.002933161100372672, -0.001576106296852231, 0.00041265555773861706, 0.0018019425915554166, 0.0026811687275767326, -0.00373469409532845, -0.0036142715252935886, -0.003418408101424575, -0.003433180507272482, -0.001380064175464213, -0.00032285682391375303, -0.0030039369594305754, 0.0027538074646145105, -0.0005402107490226626, 0.0038250803481787443, -0.0037087812088429928, -0.0035429666750133038, 7.789320079609752e-06, -0.0016856136498972774, -0.0037841082084923983, 0.0009942137403413653, -0.0010958996135741472, 0.0020922895055264235, 0.00207139877602458, -0.0024393016938120127, -0.0029131509363651276, -0.003827144391834736, 0.003177024656906724, 0.0011439681984484196, 0.00011992597137577832, 0.0006882310262881219, 8.390750008402392e-05, -0.002334652468562126, -0.0024825651198625565, -0.00030727425473742187, 0.002609972609207034, -0.0004996039206162095, -0.0031431792303919792, 0.002172234235331416, 0.0035419680643826723, -0.002054299460723996, 0.0019687211606651545, 0.0013934752205386758, -0.0030045618768781424, -0.0011865685228258371, 0.00043020982411690056, -0.0016415055142715573, -0.0019917550962418318, -0.000248593365540728, 0.0036031289491802454, 0.0021502235904335976, -0.0005428919685073197, -0.00021452418877743185, -0.0002584255998954177, -0.00018470080976840109, -0.0023904608096927404, -0.0037818076089024544, 0.00015555680147372186, -0.0004501318035181612, 0.0023360743653029203, 0.0029370177071541548, 0.00010476374154677615, 0.002815278945490718, 0.002068824367597699, -0.001250934088602662, -0.0007361886091530323, -0.0029582204297184944, 0.003690488403663039, -0.0021939165890216827, 0.0027877066750079393, 0.0019915886223316193, -0.0038392539136111736, -0.0018059316789731383, 0.003737085033208132, -0.0031979852356016636, 0.0021314299665391445, 0.0037250907626003027, -0.0001652591599849984, 0.001087575452402234, -0.002911625662818551, -0.000619556347373873]"
104,circuit,"[-0.00016842498735059053, 3.3595177228562534e-05, -0.0018919017165899277, -0.0010719943093135953, 0.003828134387731552, 0.0006638062768615782, -0.0015318531077355146, 0.0007431466947309673, 0.000609629147220403, 0.0010599814122542739, -0.0017164245946332812, 0.003667144337669015, -0.0033294924069195986, -0.0003064179327338934, -0.0006997403688728809, -0.0015877014957368374, 0.003788626054301858, -0.0010896367020905018, 0.0029802124481648207, -0.0015828075120225549, 0.0035912608727812767, -0.0012759974924847484, -9.651554137235507e-06, 7.602270488860086e-05, -3.690969606395811e-05, -0.0029143886640667915, 4.800195529242046e-05, 0.0005871367175132036, -0.00305259320884943, -0.0030137973371893167, -0.002514923457056284, -0.0022795351687818766, -0.0007800782914273441, 0.0024675640743225813, 0.0009953883709385991, 0.003610010724514723, -0.0016230775509029627, 0.0032838364131748676, 0.00034905236680060625, 0.0008644420304335654, -0.0008217157446779311, -0.0006436862167902291, -0.0026594323571771383, -0.0016448220703750849, -0.00010677074897103012, 0.0029927112627774477, -0.0011327378451824188, 0.0038804090581834316, 0.0007417862652800977, 0.0024680846836417913, -0.001490826136432588, -0.0022828485816717148, -0.0011357296025380492, -0.0036609957460314035, 4.186390287941322e-05, 0.002837009495124221, 0.0017004270339384675, -0.0019034335855394602, -0.001278270035982132, -0.0020551790948957205, -0.0028260545805096626, 0.002572660567238927, -0.0004739069554489106, -0.002446613274514675, 0.0006208050763234496, 0.0010285301832482219, 0.0012564079370349646, -0.0028499295003712177, -0.0012024512980133295, 0.0004044296802021563, 0.001511147478595376, -0.002545777941122651, -0.0035833530128002167, 0.00042289274279028177, 0.0006873610545881093, -0.0016076897736638784, 0.0012204665690660477, -0.001393436803482473, 0.0032835062593221664, 0.0023649323265999556, -0.0011092494241893291, -0.001011490123346448, 0.0034717251546680927, -0.002036614343523979, 0.0016383454203605652, -0.00286998157389462, -0.0002583836321718991, 0.0015585795044898987, 0.0026789389085024595, 0.0011635569389909506, -0.0029839882627129555, 0.00033657217863947153, 0.0026022556703537703, 0.0028135660104453564, 0.0013873481657356024, -0.003070318605750799, -0.002658961806446314, -0.0007138113724067807, 0.0001881099451566115, 0.00175865285564214, 0.0019603376276791096, 0.0011151895159855485, -0.0002252335543744266, -0.0017885855631902814, -1.037505080603296e-05, 0.001323502860032022, -0.0016084489179775119, 0.0018827691674232483, -0.0036033685319125652, -0.0026126541197299957, 0.0019178645452484488, -0.0011810364667326212, -0.0004461130010895431, -0.0036151621025055647, -0.0007256316021084785, -0.002635839395225048, 0.0035379237961024046, -0.0027320932131260633, -0.00041177798993885517, 0.003582919714972377, 0.00012559289461933076, 0.0018457769183441997, 0.0011653151595965028, 0.0036003717686980963, 0.0008616338600404561, -0.0009543239139020443, -0.0013728337362408638, -0.001145036774687469]"
105,energy,"[0.003338657086715102, 0.0023434250615537167, 0.003631396684795618, 0.0020773771684616804, -0.0019019393948838115, -0.0025585440453141928, -0.0033601345494389534, 0.00046381738502532244, -0.00317240203730762, -0.0033168562222272158, 0.0013668857282027602, 0.00220029940828681, -0.0014194631949067116, -0.002395919058471918, 0.002342603635042906, -0.0034233322367072105, -0.0007086651748977602, -0.0012472396483644843, -0.0037900262977927923, 0.0025585838593542576, -0.001965435454621911, -0.002025118563324213, -0.0027239033952355385, -0.0018736006459221244, -0.002390386303886771, -0.000526952208019793, -0.003480522660538554, 0.0036746433470398188, -0.0028025563806295395, 0.0013123925309628248, -0.0006902903551235795, -0.0023196751717478037, -0.0004246263997629285, 0.0030354682821780443, -2.5281127818743698e-05, 0.0031252424232661724, -0.00040445206104777753, -0.0008464460261166096, 0.002784770680591464, 0.0019470619736239314, -0.0036307594273239374, -0.0014324096264317632, -0.0005907651502639055, -0.0024266312830150127, 0.0009426557808183134, -0.0034781889989972115, 0.002976235467940569, 0.002214329317212105, -0.0008124497253447771, -0.0008859772933647037, -0.0008686414221301675, 0.0020663635805249214, -0.0008495833608321846, -0.00046295212814584374, 0.00325507833622396, -0.0023806209210306406, 0.0024998211301863194, 0.0004295754188206047, 0.0005472712800838053, 0.002936217002570629, 0.00010128317080670968, -0.0019378825090825558, 0.0010626588482409716, 0.00011534876102814451, 0.0015493797836825252, -0.0035244424361735582, -0.0005628311773762107, -0.00294131669215858, -0.0017356990138068795, 0.003618346294388175, 0.0034179817885160446, 0.0033013473730534315, -0.0008181958692148328, 0.001613399712368846, -0.0032804382499307394, -0.002079345053061843, 0.00023023282119538635, -0.0030462858267128468, 0.0009440791327506304, 0.0029264544136822224, -0.0006367657333612442, -0.00022354497923515737, 0.0028190934099256992, 0.0008479620446451008, 0.003209337592124939, -0.0016311954241245985, -0.001271167304366827, -0.002905359026044607, -0.0015022990992292762, -0.0024624390061944723, 0.0018491781083866954, 0.00010907173418672755, 0.0033405849244445562, -0.0027884086593985558, 0.00185897178016603, 0.003242881502956152, 0.0034259967505931854, 0.0009607076062820852, 0.0012549038510769606, -0.003004821017384529, -0.0011677801376208663, 0.0032426328398287296, -0.0025347780901938677, 0.0013427259400486946, 0.0014374976744875312, 0.0008791133877821267, 0.001158920582383871, 0.002262336667627096, 0.0005060599069111049, 0.00021035077224951237, 0.0003158952167723328, -0.0028876010328531265, 0.0013714907690882683, -0.002830741461366415, 0.0007429385441355407, 0.002909814240410924, -0.0014505286235362291, 0.0003665614640340209, 0.0010828084778040648, -0.0006430959329009056, 0.0031243932899087667, -0.0007793784607201815, 0.002765707904472947, 0.0038862982764840126, 0.0016001267358660698, -0.0006169643602333963, 0.0032129515893757343, 0.0007946285186335444]"
106,materials,"[-0.0009111310355365276, -0.0009078088914975524, 0.0005465022404678166, 0.001528198248706758, -0.000920065795071423, -0.0006547883967868984, -0.0007549836300313473, -4.382984116091393e-05, -0.0036580199375748634, 0.0019178719958290458, -0.0005372199811972678, 0.003618505084887147, 0.0029564478900283575, -0.0032832014840096235, 0.003205640474334359, -0.0013613636838272214, 0.0036575680132955313, 0.0010266420431435108, 0.0033262833021581173, 0.002495280234143138, -0.0025463199708610773, 0.00039622714393772185, -0.0019350390648469329, -0.0029840124770998955, 0.001893777633085847, 0.0009289029985666275, 0.003887718543410301, -0.003288764040917158, -0.00373362610116601, 0.0014852620661258698, 0.0013909705448895693, 0.0006554293795488775, -0.002193771069869399, -0.0019604680128395557, -0.0016440117033198476, 0.0014948290772736073, -0.0008993669762276113, 0.0027771845925599337, -0.00016923427756410092, 0.003894556313753128, 0.003023730358108878, 0.0012868775520473719, -0.002382517559453845, 0.0027147065848112106, 8.625492773717269e-05, 0.00043903623009100556, -0.0004302861343603581, 0.0020585183519870043, -0.00246845418587327, 0.00047904971870593727, 0.001398528111167252, 0.0028320529963821173, -0.00186771503649652, -0.0037411656230688095, 0.0028340425342321396, 0.0033129719085991383, 0.003506425069645047, 0.0016287564067170024, -2.113532718794886e-05, -0.002580283209681511, 0.0019630002789199352, -0.001188485766761005, 6.880884029669687e-05, 0.001277064555324614, 0.003094736021012068, 0.003616512753069401, 0.002600919222459197, -0.0029400864150375128, -0.0012856870889663696, 0.0015099389711394906, 0.0014393713790923357, 0.0018898616544902325, 0.0012047014897689223, -0.0026376612950116396, 0.0021096125710755587, -0.003767997957766056, 0.003903751727193594, -0.0022127320989966393, 0.0030196153093129396, 0.0006502621690742671, 0.0013113997410982847, -0.00035330935497768223, 0.0012002649018540978, -0.0021724735852330923, 0.0019717002287507057, 0.00029127715970389545, -0.003791219787672162, -0.0005841137608513236, -0.00282533117569983, 0.0015175646403804421, -0.0006620872300118208, -0.0030313136521726847, 0.003456961829215288, -0.0030823848210275173, 0.00038594953366555274, -0.001559406635351479, 0.0009933548280969262, 0.003138551488518715, 0.0014017014764249325, 0.003847120562568307, 0.0017162347212433815, -0.0008299728506244719, 0.0037590546999126673, -5.610442713077646e-06, 0.002409153152257204, -0.0013720090501010418, -0.0008055962971411645, 0.00224265456199646, 0.0036209383979439735, 0.0028982958756387234, -0.0014404971152544022, -0.0017033854965120554, -0.0005999480490572751, -0.00041836677701212466, 0.0011824268149212003, 0.0035931847523897886, -0.0018300245283171535, -0.001292658969759941, 0.0010454892180860043, -0.0029865007381886244, 0.002978055039420724, -0.0006739508244208992, -0.002131569432094693, -0.002270794939249754, 0.003012942848727107, -0.002540804445743561, -0.0026403137017041445, 0.00014123487926553935]"
107,,"[0.002365663181990385, 0.0019987092819064856, -0.003776685567572713, 0.001776407239958644, 0.0007486519170925021, 0.000196427310584113, -0.001788961119018495, -0.0016811563400551677, 0.0008675315766595304, 0.00236663781106472, 0.003692877246066928, -0.0023382697254419327, 0.0005249991663731635, -0.003121039131656289, -0.0015629477566108108, 0.0023771177511662245, 0.0038699887227267027, 0.0035467392299324274, 0.0001274421374546364, -0.0028187562711536884, 0.0008286538650281727, 0.0022078005131334066, 0.0029310432728379965, -0.0017953971400856972, -0.0034998124465346336, -0.0008446323336102068, 0.001103637390770018, 0.0008125067106448114, 0.002040477702394128, 0.00043171545257791877, 0.0025396246928721666, -0.0029734126292169094, 0.0030287830159068108, 0.0001935674372361973, -0.001715233433060348, -0.0008837867062538862, -0.003090295707806945, 0.0014867280842736363, 0.0007926727994345129, -0.0034814414102584124, -0.0031456437427550554, 0.0037276262883096933, -0.0028657596558332443, -0.002817839849740267, -0.001777186058461666, -0.002613864606246352, 0.0008866057032719254, 0.0037944125942885876, -0.0011472566984593868, 0.001912424573674798, -0.0008479860262013972, 0.003335207002237439, 0.0005771743017248809, -0.0010732911759987473, 0.0014279976021498442, 0.0029504660051316023, 0.00242454931139946, 0.0016013487474992871, -0.002896091900765896, -0.00030388313462026417, 0.00273554096929729, -0.0017231294186785817, 0.0010902308858931065, 0.003110575256869197, 0.0005523649742826819, -0.0007011321722529829, -0.0026584749575704336, -0.0028668027371168137, 0.002758838003501296, -0.003242375561967492, 0.0020549551118165255, 0.0037844569887965918, 0.0010450318222865462, -0.0012316632783040404, 0.000501777627505362, 0.0033865973819047213, -0.0028161746449768543, 0.0022715809755027294, 6.403723091352731e-06, -0.001609235885553062, -0.001829853281378746, -0.0004279018612578511, 0.0006247713463380933, -0.002508854726329446, 0.0014013702748343349, 0.002526254625990987, -0.002678758231922984, -0.003725242568179965, -0.002633741358295083, -0.0009805146837607026, 0.0006813384243287146, -0.0028618157375603914, -0.002072820207104087, -0.0022206578869372606, -0.00344862206839025, -0.002782834693789482, 0.0016499608755111694, -0.0029658523853868246, 0.0008685883367434144, -0.0006636701873503625, -0.00017343187937512994, 0.001911165309138596, -0.0017393140587955713, -0.0020970036275684834, -0.002334507880732417, 0.0026611159555613995, -0.0020872598979622126, 0.002543254289776087, -0.003330967854708433, 0.0006513206171803176, 0.002632630057632923, 0.001551907043904066, 0.003326500067487359, -0.003337147645652294, 0.0034024599008262157, 0.0013980531366541982, -0.002557663479819894, 0.0025983692612499, 0.0026189591735601425, -0.001965270144864917, 0.0019632645417004824, 0.0030705947428941727, 0.0006769600440748036, 0.003293909365311265, -0.001719761174172163, 0.0007834316347725689, 0.002532170619815588, -0.0018250789726153016]"
108,materials,"[0.0009453474194742739, -0.003438427112996578, 0.002569324802607298, -0.0026356710586696863, 0.0016988174756988883, 5.58645733690355e-05, 0.000939897436182946, -0.0021629859693348408, 0.0033933687955141068, -0.003610682673752308, -1.062615956470836e-05, 0.0034911935217678547, 0.0035049638245254755, 0.003533222246915102, -0.0005639068549498916, -0.002020142739638686, 0.001911813160404563, 0.0038034929893910885, -0.0014608879573643208, -0.001016150345094502, -0.00020997556566726416, 0.0015620972262695432, 0.0030995241831988096, -0.0016806412022560835, -0.003623293014243245, -0.0030517259147018194, 0.0002940224949270487, 0.0013073201989755034, -0.0038388909306377172, -0.0008060808177106082, 0.0023216032423079014, 0.0033922307193279266, 0.0010565425036475062, -0.0033917571417987347, -0.0016983659006655216, -0.0008624100009910762, 0.003044837387278676, -0.0019926305394619703, 0.0036406933795660734, -0.0033280232455581427, 0.002689875429496169, 0.0023189422208815813, -0.00010625593131408095, -0.0038054457399994135, 0.0019010197138413787, 0.002186805009841919, -0.001474984921514988, -0.003227307228371501, 0.00026454427279531956, 0.0036265235394239426, 0.0017209420911967754, -0.0009687083656899631, 0.0012704762630164623, -0.0026199202984571457, 0.0005733775324188173, 0.0023961046244949102, -0.0006377961835823953, -0.0022134052123874426, -0.002099361503496766, -3.2581985578872263e-05, -0.0035905141849070787, -0.001810339861549437, 0.0012434879317879677, -0.0010826943907886744, -0.0018682436784729362, 0.0021962071768939495, 0.0002698293828871101, -0.002124860417097807, 0.0023747277446091175, -0.003003041259944439, -0.0030399577226489782, -0.003289975691586733, 0.0014766969252377748, -0.0021848466712981462, 7.282604201463982e-05, -0.0012454658281058073, 0.0034679181408137083, 0.0025512867141515017, -0.0007213529897853732, -0.0017592362128198147, -0.0033072789665311575, 0.0035321007017046213, -0.0014363712398335338, -0.0006196632166393101, 0.0026295739226043224, 0.00020778592443093657, 0.003092376282438636, 0.0014973811339586973, 0.001787609071470797, -0.0024651053827255964, -0.0027988762594759464, -0.0019435061840340495, -0.0017167076002806425, -0.0023353316355496645, 0.002693457994610071, -0.00015386322047561407, -0.001161952968686819, -0.0008821551455184817, 0.0015575520228594542, -0.0012244345853105187, 0.003860891330987215, -0.003326011123135686, 0.0018889667699113488, 0.001188049209304154, -0.002635326934978366, -0.0008266526856459677, -0.0019393351394683123, -0.0018394264625385404, 0.0020295800641179085, -0.0001120018059737049, 0.002036833902820945, 0.003443402936682105, 0.0011819424107670784, 7.9508958151564e-05, -0.001826051389798522, -0.0009738513035699725, 0.0003265497798565775, -0.0005273205460980535, 0.0022652288898825645, -0.0004893635050393641, 0.0028185900300741196, -0.0005598816787824035, -0.0014288821257650852, 0.0025942239444702864, 0.0005348909762687981, -0.0006673398311249912, 0.0012991499388590455, 0.003524023573845625]"
109,network,"[-0.003853757632896304, -0.0013498649932444096, -0.0005859811790287495, -0.0018051930237561464, -0.0035704015754163265, -0.0002675222640391439, -0.0016543959500268102, -0.0032720777671784163, 0.0031819255091249943, -0.002955356612801552, -0.0024040157441049814, -0.0015077941352501512, 0.0023768418468534946, -0.0015186741948127747, 0.0016960827633738518, -0.0004962169332429767, 0.0020150141790509224, -0.003729627700522542, 0.0002799546637106687, -0.0010310468496754766, 0.000419744843384251, 0.001446048147045076, -0.0008676982834003866, -2.9693206670344807e-05, -0.0035754910204559565, 0.002333258278667927, -0.0033870432525873184, 0.00034604204120114446, -0.002384523395448923, 0.0033592304680496454, 0.001621366711333394, 0.0020169273484498262, 0.00023523591517005116, 0.002284552901983261, -0.0007298491545952857, -0.0033568337094038725, -0.0006599667249247432, -0.002181648975238204, -0.0008295236038975418, 0.002625704975798726, -0.00207676668651402, 0.0005793126183561981, -0.0027838151436299086, -0.0014985293382778764, 0.0018535172566771507, 0.0016225239960476756, -0.002938488032668829, -0.003662780625745654, 0.0019290396012365818, -0.001355864224024117, -0.0032911726739257574, 0.0007819050806574523, -0.0011167624033987522, -0.0011393075110390782, 0.0032687459606677294, -0.001259596785530448, 0.0038493694737553596, 0.003391505451872945, -0.0037500050384551287, -0.0015891880029812455, 3.035424697372946e-06, 0.0023494092747569084, 0.0007866068044677377, -0.0024338862858712673, 0.0026263734325766563, -0.0006750397733412683, 0.002375566866248846, -0.0022514250595122576, -0.0008079693070612848, 0.0035183012951165438, 0.0015854649245738983, 2.705686893023085e-05, -0.00017054528871085495, -0.003503468120470643, -0.0020289048552513123, 0.0015030986396595836, -0.0028894473798573017, 0.0034130937419831753, -0.002837228821590543, 0.0007822640473023057, 0.000784417032264173, 0.002874501282349229, -0.0036023517604917288, 0.001905208919197321, 0.00378177291713655, -0.0009702156530693173, -0.0031096390448510647, -0.0003108547243755311, -0.0033881966955959797, -0.00164301588665694, -0.0026790567208081484, -0.0022231992334127426, 0.0030375567730516195, -0.001217241631820798, -0.0017883878899738193, -0.0014138538390398026, 0.0010609764140099287, -0.0014611976221203804, 0.003049598541110754, 2.6665911718737334e-05, -0.0019408321240916848, -0.0006515081040561199, -0.0010492594446986914, 0.0006901037413626909, 0.0004167574516031891, 0.00011135161912534386, -0.0031174030154943466, -0.0011372653534635901, 0.0014351160498335958, -0.0013796902494505048, -0.0016732816584408283, -0.0016679627588018775, 0.0025940409395843744, 0.0013934384332969785, -0.002775694942101836, -0.0009957884903997183, 0.0014144196175038815, -0.0011579780839383602, -0.003429932752624154, 0.000551713106688112, -0.000166556506883353, 0.00031700500403530896, -0.003577892202883959, -0.0029932446777820587, 0.0008160865982063115, 0.003705100854858756, 0.002505853772163391, 0.0038755720015615225]"
